Fa_sentenc,En_aspect,En_sentiment
امروز به دستم رسید و بر خلاف چیزی که فکر میکردم کیفیت ساخت در حد یک لپ تاب رو داره. زاویه دید صفحه نمایش خوبه و کیفیت تصویر هم خوبه. اسپیکرها بد نیست. تاچ موس خوبه و کلیه مولتی تاچ ها رو داره. ولی موقعی که شارژر وصله خوب کار نمی کنه. کیبورد حروف فارسی نداره و عربیه ولی کارایی خوبی داره. از اسلت یو اس بی و کارت ریدر خوشم نیومد. رو ویندوز هم چیزی که مربوط به لب تاپ باشه نصب نیست. شارژر هم موقع شارژ دماش یه کم زیاد می ره بالا ,"['لپ تاب', ' صفحه نمایش', ' کیفیت تصویر', ' اسپیکرها', ' تاچ موس', ' مولتی تاچ ها', ' شارژر', ' کلیه مولتی تاچ ها', ' کیبورد', ' حروف فارسی و عربیه', ' کارایی', ' یو اس بی و کارت ریدر', ' رو ویندوز']","[' Neutral', ' Positive', ' Positive', ' Neutral', ' Positive', ' Positive', ' Negative', ' Positive', ' Neutral', ' Neutral', ' Positive', ' Negative', ' Negative']"
امروز به دستم رسید واقعا هدفون عالی هستش کیفت صدای خوب بیس عالی داشتن قابلیت مکالمه من تو پیشنهاد شگفت انگیز خریدم ولی اگه شگفت انگیزم نباشه از نظر من ارزش خرید بالای داره رنگ خاکستریش واقعا شیکه البته رنگ چیز سلیقه ای هستش ولی خاکستریش یه چیز دیگس فقط تنها ایرادی که میشه ازش گرفت که اونم ربطی به این هدفون نداره زیاد چیز مهمی نیست نداشتن یه کیفه برای این هدفون که راحت بشه هرجا خواستی ازش استفاده کرد. ,"['هدفون', ' کیفت صدای خوب', ' بیس عالی', ' قابلیت مکالمه', ' رنگ خاکستری', ' قیمت', ' عدم کیف']","[' Positive', ' Positive', ' Positive', ' Positive', ' Neutral', ' Neutral', ' Negative']"
امروز به دستم رسید یک ساک در اندازه متوسط که طراحی بسیار زیبایی داره وزنش خیلی کمه و از مزایاش امکان کوله پشتی شدنش هست از تصویرش خیلی قشنگتره ودر کل از خریدم خیلی راضیم ,"['ساک', '  طراحی', '  وزن', ' مزایا', '  کوله پشتی شدنش', '  تصویرش']","[' Neutral', ' Positive', ' Positive', ' Neutral', ' Neutral', ' Positive']"
امروز به دستم رسید. استان گلستان کمتراز۴۸ ساعت رسید دستم واقعا ممنون هدفونشم واقعا کیفیت داره وهم جنس. پیشنهاد ویژه واقعا عالیه. غیر پیشنهاد ویژه هم از بقیه سایتها ارزون تر میده دیجیکالا ازهمه نظز عالی شک نکنین واسه گرفتنش. صدا ذلال و واضح و باکیفیت ,"['هدفون', ' کیفیت داره', ' پیشنهاد ویژه', ' قیمت', ' Better than others']","[' Positive', ' Positive', ' Positive']"
امروز به دستم رسید، نارنجی خوشرنگ، از عکسش کمرنگتره ولی برای من عالیه ضمنا بسته بندیش خیلی با کیفیته. ,"['نارنجی', ' عکسش', ' بسته بندی']","[' Positive', ' Neutral', ' Positive']"
امروز به دستم رسید، کیفیت صدای خوبی داره و راضی کنندست. ارتفاع و کیفیت سیم مناسب هست نه زیاد کوتاه نه زیاد بلند که در جیب گره های متععد بخوره. ,"['صدا', ' ارتفاع و کیفیت سیم']","[' Positive', ' Neutral']"
"امروز تحویل گرفتم, من این کالا رو تو پیشنهاد ویژه خریدم و از قیمتش خیلی راضی هستم, فعلا که گذاشتم شارژ بشه, هنوز استفاده نکردم, ظاهرش که خوبه, ایشالا عملکردش هم خوب باشه, همراه این کالا چنتا کتاب صوتی هم خریدم که عالی هستن پیشنهاد میکنم از کتابای صوتی دیجی هم خرید کنید ","['کالا', ' قیمت', ' ظاهر', ' عملکرد', ' کتاب صوتی']","[' Positive', ' Positive', ' Positive', ' Neutral', ' Positive']"
امروز تحویلش گرفتم اگه توی تخفیف بخرید با توجه به افزایش کلی قیمت کلیه محصولات به صرفه هستش اما من با توجه به هندزفری فابریک ایفون کیفیتش پایین تره و مخصوصا باس ضعیفی دارد متاسفانه تاریخ اتمام گارانتی فروردین ۹۷ بود اما کیفیت ساخت نسبت به قیمت و اینکه جنس چینی خوب هستش ارگونومی خوبی داره کمی باید به کلیدها عادت کرد تا بتونی خوب و سریع باهاشون کار کنی ماندگاری شارژ خوبی داره در کل یه هندزفری متوسط و کاملا معمولی که فقط واسه استفاده معمولی میشه استفاده کرد واسه خوره موسیقی و حرفهیها اصلا خوب نیست اگه دنبال یه هندزفری عالی یا خوب هستیت این اون نیست ولی با این افزایش قیمتها اینم با تخفیف میشه خوب حسابش کرد موقع تلفنی صحبت کردن اونطرف حتما متوجه میشه که صدای نرمای نداری و با هندزفری حرف میزنی (درحالی که من با هندزفری فابریک این مشکل رو نداشتم) مطمینن اگه قیمتها این طور عجیب بالا نمیرفتن نمیخریدمش جنس بهتر با کیفیت صدای بهتر با همین بودجه میگرفتم ,"[' هندزفری', ' کیفیت ساخت', ' ارگونومی', ' موندگاری شارژ', ' قیمت', ' صدا']","[' Positive', ' Neutral', ' Positive', ' Positive', ' Negative', ' Negative']"
امروز تو لوازم الکتریکی دیدم یک قیمت بالایی زده بود که بسیار خوشحال شدم از اینجا گرفتم. پیشنهاد میکنم با لامپ ال ای دی ۶ وات سیتکو مدل SL-B۴۵ پایه E۲۷ Sitco SL-B۴۵ ۶W LED Lamp E۲۷ مهتابی بخرین که چون لامپ بسیار کوچیکیه برای این چراغ مطالعه که جای لامپ کوچیکی داره مناسبه و پر نور مناسب مطالعه است. ,"['لوازم الکتریکی', ' قیمت', ' لامپ ال ای دی سیتکو مدل SL-B۴۵', ' پایه E۲۷', ' لampie کوچیک', ' پرانور مناسب مطالعه']","[' Neutral', ' Positive', ' Positive', ' Neutral', ' Positive', ' Positive']"
امروز خریدم البته نه از دیجی. ویندوز ۱۰ رو توی ۱۰دقیقه به راحتی نصب کردم که تا اینجای کار خوب بود. ولی بعد تست سرعت دیدم اوضاع خیلی خرابه و اصلا نسبت به قیمتش ارزش خرید ندارد. فکر میکنم سامسونگ سری ۸۵۰ Evo در این رنج قیمت پیشتاز باشه. به نظر من از بین بردن پول هست خرید این. ,"['ویندوز ۱۰', ' قیمت', ' سرعت']","[' Positive', ' Negative', ' Negative']"
امروز دستم رسید بعضی از دوستان میگفتن با دکمه زوم عکس میندازه برا من اینطوری نشد کیفیت هم خوبه طلاییش هم خیلی قشنگ تره طلایی بخرین ,"['دستم', ' کیفیت', ' طلایی']","[' Neutral', ' Positive', ' Positive']"
امروز دستم رسید کیفیت عالیه ,['محصول'],[' Positive']
امروز دستم رسید. خوب اصلاح نمیکنه. من مدل S ۱۵۲۹ رو دارم که خیلی از این مدل بهتره و نرمتر اصلاح میکنه. زیر گلو رو بد میزنه. در کل فیلیپس با این همه سال تجربه نباید همچین معایبی داشته باشه. تو ذوقم خورد ,"['دستم', ' اصلاح', ' مدل S ۱۵۲۹', ' زیر گلو', '  فیلیپس']","[' Negative', ' Negative', ' Positive', ' Negative', ' Negative']"
امروز دستگاه به دستم رسید امتحان کردم خوبه من فقط واسه ابرو استفاده کردم سر ۶و۸ میلش اصن به کار من نیومد فقط از ۴ استفاده کردم تیغه هاشم موهای ابرو که پررنگنو مثل تیغ نمی زنه باید بعدش با موچین بردارید ولی واسه خط انداختن بالای ابرو خوبه ساخت چینه و قیمتش به نسبت زیاده ولی خوش دسته و نسبت به مدلای دیگه خیلی باریک و سبکه و با باتری کوچیکتری کار می کنه و خوب وقتی آدم با ابرو سرو کار داره هرچی دستگاه ظریف تر باشه آدم راحت تره سریش ۱۰ درجه به اطراف انحنا داره به نظرم نه خوبه نه بده طراحیشه دیگه ولی اگه خودتون بلدین ابرو وردارینو قیچیش کنین بش احتیاج پیدا نمی کنین راستی تیغه های کوچیکو بزرگش یه سری جدا نیستن ینی تیکه بالاش کامل جدا نمی شه نصفش جدا می شه و یه تیکه خیلی کوچیک مثه لبه تیغه که عوض می شه ,"['دستگاه', ' Good', ' واسه ابرو استفاده کردم', ' سر ۶ و ۸ میلش', ' تیغه هاشم موهای ابرو که پررنگنو مثل تیغ نمی زنه', ' ساخت چینه و قیمتش به نسبت زیاده', ' خوش دسته و نسبت به مدلای دیگه خیلی باریک و سبکه و با باتری کوچیکتری کار می کنه', ' دستگاه ظریف تر باشه آدم راحت تره', ' سریش ۱۰ درجه به اطراف انحنا داره', ' طراحیشه دیگه ولی اگه خودتون بلدین ابرو وردارینو قیچیش کنین بش احتیاج پیدا نمی کنین']","[' Neutral', ' Negative', ' Negative', ' Neutral', ' Positive', ' Neutral', ' Negative', ' Neutral']"
